time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-02T02:46:20.323Z,38.1667,-117.9872,0.7,0.8,ml,7,110.26,0.033,0.0844,nn,nn00755997,2020-07-03T02:19:24.479Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,0.78,6,reviewed,nn,nn
2020-07-02T02:46:00.500Z,38.6696667,-119.5631667,-0.87,2.27,md,19,109,0.192,0.11,nc,nc73420016,2020-07-03T02:18:40.044Z,"20km E of Markleeville, CA",earthquake,0.46,3.29,0.197,18,reviewed,nc,nc
2020-07-02T02:44:06.770Z,38.1123,-118.1763,16,1,ml,9,200.33,0.272,0.08,nn,nn00755711,2020-07-02T02:50:28.446Z,"31 km S of Mina, Nevada",earthquake,,8.7,,,automatic,nn,nn
2020-07-02T02:41:13.075Z,62.2837,-151.5052,86,1.1,ml,,,,0.36,ak,ak0208gcbjfv,2020-07-07T18:12:25.036Z,"33 km N of Skwentna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-02T02:40:32.058Z,51.5386,178.9029,15.1,1.6,ml,,,,0.31,ak,ak0208gcbd6t,2020-07-07T18:12:23.938Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2020-07-02T02:40:16.575Z,62.278,-149.3222,45,1.2,ml,,,,0.58,ak,ak0208gcbbr3,2020-07-07T18:10:42.592Z,"30 km ENE of Y, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-02T02:31:27.960Z,51.8518333,-177.8978333,3.61,1.42,ml,5,174,0.06372,0.07,av,av62190136,2020-07-02T18:06:36.990Z,"87 km W of Adak, Alaska",earthquake,0.46,0.66,0.115,5,reviewed,av,av
2020-07-02T02:30:45.380Z,36.31116667,-98.1795,4.97,1.27,ml,37,49,0.02699470272,0.3,ok,ok2020mwoa,2020-07-06T16:17:46.516Z,"7 km N of Ames, Oklahoma",earthquake,,0.7,0.17,10,reviewed,ok,ok
2020-07-02T02:25:54.580Z,44.7168333,-111.242,7.51,1.09,ml,14,168,0.007518,0.19,uu,uu60400137,2020-07-02T14:06:20.010Z,"7 km SW of Hebgen Lake Estates, Montana",earthquake,0.83,0.76,0.404,2,reviewed,uu,uu
2020-07-02T02:23:27.580Z,17.9078,-66.8408,13,2.95,md,23,216,0.0775,0.14,pr,pr2020184006,2020-07-06T08:20:18.560Z,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,0.61,0.34,0.11,17,reviewed,pr,pr
2020-07-02T02:21:09.827Z,61.0133,-151.4368,65.4,0.9,ml,,,,0.47,ak,ak0208gc78sx,2020-07-07T18:10:41.520Z,"17 km WSW of Tyonek, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-07-02T02:19:46.022Z,54.8553,-162.731,13.3,1.9,ml,,,,0.72,ak,ak0208gc6wcn,2020-07-07T18:10:40.474Z,"34 km SW of King Cove, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2020-07-02T02:19:25.210Z,45.6201666666667,-122.7195,20.23,1.39,ml,9,95,0.0617,0.09,uw,uw61651896,2020-07-03T19:22:34.810Z,"1 km NW of North Portland, Oregon",earthquake,0.47,0.87,0.054917599868082,4,reviewed,uw,uw
2020-07-02T02:17:26.210Z,38.2025,-117.771,2.9,1.3,ml,19,77.81,0.057,0.07,nn,nn00755706,2020-07-02T02:21:23.407Z,"36 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-02T02:16:00.320Z,38.1717,-117.894,9,1.1,ml,11,113.42,0.016,0.05,nn,nn00755704,2020-07-02T02:19:42.717Z,"30 km SE of Mina, Nevada",earthquake,,7.2,,,automatic,nn,nn
2020-07-02T02:13:41.290Z,35.6566667,-117.5383333,9.87,0.63,ml,14,147,0.09354,0.14,ci,ci39276255,2020-07-02T19:22:55.763Z,"13km ENE of Ridgecrest, CA",earthquake,0.38,0.85,0.146,6,reviewed,ci,ci
2020-07-02T02:10:16.652Z,38.1483,-117.9636,8,2.1,ml,26,59.48,0.01,0.1317,nn,nn00755700,2020-07-03T02:18:34.929Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.51,12,reviewed,nn,nn
2020-07-02T02:00:50.730Z,39.4095,-110.304,-1.68,1.47,ml,7,199,0.0219,0.07,uu,uu60400132,2020-07-02T17:24:31.680Z,"17 km SSE of Sunnyside, Utah",earthquake,0.85,0.66,0.163,3,reviewed,uu,uu
2020-07-02T01:49:00.590Z,17.923,-66.9211,10,2.48,md,21,224,0.0669,0.12,pr,pr2020184007,2020-07-06T08:20:03.888Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.53,0.43,0.14,12,reviewed,pr,pr
2020-07-02T01:48:07.644Z,61.005,-149.8492,39,1.2,ml,,,,0.31,ak,ak0208gbrlfg,2020-07-07T18:12:22.822Z,"14 km NW of Hope, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-02T01:46:54.530Z,36.8605,-97.45933333,4.82,1.16,ml,39,91,0.1529699821,0.37,ok,ok2020mwmp,2020-07-06T15:47:35.552Z,"6 km N of Nardin, Oklahoma",earthquake,,1.4,0.17,13,reviewed,ok,ok
2020-07-02T01:46:38.108Z,56.0237,-149.3711,3.4,2.6,ml,,,,0.49,ak,ak0208gbr8ci,2020-07-07T18:12:21.728Z,"250 km SE of Chiniak, Alaska",earthquake,,4.8,,,reviewed,ak,ak
2020-07-02T01:42:35.870Z,38.1335,-118.1795,4.2,1.2,ml,9,185.69,0.252,0.13,nn,nn00755697,2020-07-02T01:45:46.665Z,"29 km SSW of Mina, Nevada",earthquake,,13.6,,,automatic,nn,nn
2020-07-02T01:35:39.631Z,61.6695,-150.8495,62.3,0.9,ml,,,,0.34,ak,ak0208gbovl7,2020-07-07T18:12:20.636Z,"22 km NW of Susitna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-02T01:30:41.032Z,59.4895,-153.4782,103.5,1.4,ml,,,,0.46,ak,ak0208gbnt0n,2020-07-07T18:10:39.210Z,"48 km SE of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-02T01:30:15.280Z,38.7966652,-122.7580032,3.55,0.62,md,7,158,0.02363,0.01,nc,nc73419996,2020-07-02T01:39:04.619Z,"2km N of The Geysers, CA",earthquake,0.54,2.65,0.08,2,automatic,nc,nc
2020-07-02T01:27:09.052Z,38.1577,-118.0067,2.7,2.4,ml,27,49.32,0.036,0.1309,nn,nn00755693,2020-07-03T02:18:32.219Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,0.27,13,reviewed,nn,nn
2020-07-02T01:23:37.640Z,38.784832,-122.7418365,0.97,1.07,md,8,92,0.02107,0.03,nc,nc73419986,2020-07-02T01:31:03.564Z,"2km ENE of The Geysers, CA",earthquake,0.43,1.01,1.08,3,automatic,nc,nc
2020-07-02T01:21:21.480Z,33.5193333,-116.7231667,4,0.21,ml,11,100,0.04744,0.23,ci,ci39276223,2020-07-02T01:25:05.988Z,"6km SW of Anza, CA",earthquake,0.66,1.2,0.18,5,automatic,ci,ci
2020-07-02T01:18:35.210Z,38.2528,-117.7592,7.6,1,ml,9,144.22,0.048,0.01,nn,nn00755692,2020-07-02T01:28:06.480Z,"34 km ESE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-07-02T01:14:40.136Z,62.5105,-151.1924,78.9,1.3,ml,,,,0.5,ak,ak0208gbkdlv,2020-07-07T18:10:37.950Z,"22 km W of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-02T01:07:31.300Z,36.8381667,-121.4371667,8.47,1.85,md,44,49,0.03006,0.07,nc,nc73419981,2020-07-06T18:07:03.487Z,"4km WSW of Hollister, CA",earthquake,0.19,0.37,0.265,32,reviewed,nc,nc
2020-07-02T01:04:45.640Z,33.5181667,-116.7363333,3.32,1.31,ml,46,29,0.04712,0.17,ci,ci39276215,2020-07-02T01:16:07.930Z,"7km SW of Anza, CA",earthquake,0.18,0.57,0.16,26,automatic,ci,ci
2020-07-02T01:03:30.133Z,-3.1089,129.9723,10,4.3,mb,,98,2.281,0.64,us,us7000agce,2020-07-04T21:45:45.040Z,"119 km ENE of Amahai, Indonesia",earthquake,9.7,1.9,0.143,14,reviewed,us,us
2020-07-02T01:00:45.990Z,38.168,-117.9672,5.8,1.1,ml,11,99.24,0.031,0.13,nn,nn00755686,2020-07-02T01:07:26.843Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-02T00:58:35.460Z,38.1465,-117.9935,8.6,1.6,ml,13,109.87,0.04,0.14,nn,nn00755684,2020-07-02T01:01:47.348Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-02T00:58:34.127Z,64.792,-147.4359,4.6,0.6,ml,,,,0.28,ak,ak0208gb8d0g,2020-07-07T18:10:36.724Z,"4 km E of Badger, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-07-02T00:55:10.600Z,17.9233,-66.9543,12,2.94,md,23,221,0.0912,0.15,pr,pr2020184005,2020-07-06T08:20:36.232Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.63,0.43,0.17,11,reviewed,pr,pr
2020-07-02T00:52:23.850Z,38.0476667,-118.7478333,6.81,2.44,md,31,109,0.2793,0.06,nc,nc73419976,2020-07-06T21:09:03.528Z,"29km SE of Bodie, CA",earthquake,0.27,2.43,0.292,27,reviewed,nc,nc
2020-07-02T00:51:38.700Z,33.4796667,-116.5555,10.25,1.27,ml,46,49,0.04181,0.18,ci,ci39276207,2020-07-02T01:02:59.280Z,"14km SE of Anza, CA",earthquake,0.21,0.37,0.212,26,automatic,ci,ci
2020-07-02T00:49:40.130Z,19.3848333333333,-155.129,2.27,0.94,md,29,137,,0.12,hv,hv72025412,2020-07-02T07:08:32.980Z,"8 km S of Fern Forest, Hawaii",earthquake,0.51,0.24,0.0732842675129628,9,reviewed,hv,hv
2020-07-02T00:46:13.050Z,39.1656667,-121.2785,17.08,2.29,md,19,89,0.2338,0.13,nc,nc73419966,2020-07-03T02:05:04.694Z,"8km WSW of Penn Valley, CA",earthquake,0.4,1.15,0.237,22,reviewed,nc,nc
2020-07-02T00:45:46.354Z,58.2923,-156.0238,153.4,1.7,ml,,,,0.54,ak,ak0208gb5kv3,2020-07-07T18:10:35.214Z,"57 km SE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-02T00:44:49.700Z,38.8334999,-122.8178329,1.79,0.56,md,9,58,0.01177,0.01,nc,nc73419961,2020-07-02T00:53:03.456Z,"8km NW of The Geysers, CA",earthquake,0.38,0.98,,1,automatic,nc,nc
2020-07-02T00:40:08.570Z,66.3431,-157.2362,5.2,2.1,ml,,,,0.36,ak,ak0208gb4g57,2020-07-07T18:10:33.888Z,"60 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-02T00:38:55.830Z,39.411,-110.3051667,-1.51,1.5,ml,8,199,0.02024,0.07,uu,uu60400117,2020-07-02T17:14:44.350Z,"17 km SSE of Sunnyside, Utah",earthquake,0.53,0.39,0.144,3,reviewed,uu,uu
2020-07-02T00:38:55.730Z,39.411,-110.2983333,-2.22,1.54,ml,10,184,0.02452,0.12,uu,uu60400122,2020-07-02T14:40:43.800Z,"17 km SSE of Sunnyside, Utah",earthquake,0.6,0.83,0.114,3,reviewed,uu,uu
2020-07-02T00:29:18.597Z,27.8528,52.8924,10,4.2,mb,,76,4.147,0.6,us,us7000agbi,2020-07-02T00:42:47.040Z,"32 km N of Mohr, Iran",earthquake,4.3,1.9,0.08,44,reviewed,us,us
2020-07-02T00:26:34.609Z,62.1129,-150.2273,11.8,0.9,ml,,,,0.71,ak,ak0208gb1i5g,2020-07-07T18:12:19.536Z,"20 km WSW of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-02T00:16:34.543Z,-49.6657,126.0199,10,4.6,mb,,125,15.878,0.83,us,us7000agbg,2020-07-02T00:31:39.040Z,"western Indian-Antarctic Ridge",earthquake,13.6,1.9,0.123,20,reviewed,us,us
2020-07-02T00:15:18.714Z,38.1536,-117.9514,10.1,2.4,ml,25,71.05,0.016,0.1016,nn,nn00755673,2020-07-03T02:18:19.185Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.41,12,reviewed,nn,nn
2020-07-02T00:07:14.170Z,38.8256683,-122.8041687,2.47,1.08,md,28,37,0.005141,0.02,nc,nc73419951,2020-07-02T01:05:04.809Z,"7km NW of The Geysers, CA",earthquake,0.21,0.4,0.15,6,automatic,nc,nc
2020-07-02T00:06:51.990Z,56.597,-158.5453,103.4,1.5,ml,,,,0.58,ak,ak0208gax967,2020-07-07T18:12:18.451Z,"32 km N of Chignik Lagoon, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-07-02T00:06:36.150Z,38.7995,-122.795,-0.79,1.31,md,41,49,0.008394,0.08,nc,nc73419946,2020-07-06T19:58:03.059Z,"4km NW of The Geysers, CA",earthquake,0.11,0.28,0.337,7,reviewed,nc,nc
2020-07-02T00:00:49.600Z,38.7995,-122.7951667,-0.19,0.52,md,19,69,0.008456,0.04,nc,nc73419941,2020-07-06T16:39:21.639Z,"4km NW of The Geysers, CA",earthquake,0.15,0.36,,1,reviewed,nc,nc
2020-07-02T00:00:43.380Z,38.7998333,-122.7958333,-0.36,0.47,md,22,45,0.008133,0.04,nc,nc73419936,2020-07-06T16:29:03.581Z,"4km NW of The Geysers, CA",earthquake,0.13,0.31,0.107,3,reviewed,nc,nc
2020-07-01T23:55:39.040Z,38.1628,-117.9648,8.8,1.3,ml,13,113.68,0.013,0.06,nn,nn00755671,2020-07-02T00:07:48.790Z,"28 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-01T23:53:47.090Z,38.185,-117.9698,4.3,0.6,ml,12,104.49,0.013,0.05,nn,nn00755669,2020-07-01T23:57:08.113Z,"25 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-01T23:50:07.800Z,36.5618333,-118.0191667,5.81,1.54,ml,2,250,0.1313,0.02,ci,ci39276159,2020-07-02T23:03:11.192Z,"5km ESE of Lone Pine, CA",earthquake,1.02,4.48,0.132,2,reviewed,ci,ci
2020-07-01T23:46:39.120Z,33.2493333,-116.2146667,8.56,0.86,ml,24,78,0.0654,0.25,ci,ci39276143,2020-07-01T23:50:24.734Z,"14km NNW of Ocotillo Wells, CA",earthquake,0.54,1.26,0.135,16,automatic,ci,ci
2020-07-01T23:45:11.120Z,47.4153333,-114.3508333,2.45,-0.2,md,6,129,0.049,0.09,mb,mb80445279,2020-07-02T14:23:24.880Z,"10 km NNW of Old Agency, Montana",earthquake,0.7,1.23,0.279,2,reviewed,mb,mb
2020-07-01T23:42:43.570Z,17.9206,-66.9276,11,2.82,md,23,218,0.0729,0.15,pr,pr2020183023,2020-07-05T22:27:05.826Z,"6 km SSW of Guánica, Puerto Rico",earthquake,0.66,0.5,0.42,20,reviewed,pr,pr
2020-07-01T23:41:15.250Z,33.5206667,-116.7353333,3.67,0.71,ml,27,74,0.04465,0.12,ci,ci39276127,2020-07-02T00:24:51.870Z,"7km WSW of Anza, CA",earthquake,0.18,0.37,0.099,18,reviewed,ci,ci
2020-07-01T23:38:56.400Z,36.7581667,-121.4066667,10.43,1.4,md,20,70,0.03309,0.08,nc,nc73419931,2020-07-06T17:05:03.793Z,"7km SSW of Ridgemark, CA",earthquake,0.26,0.42,0.304,13,reviewed,nc,nc
2020-07-01T23:34:29.640Z,33.5141667,-116.7436667,3.55,0.84,ml,29,42,0.04739,0.19,ci,ci39276119,2020-07-01T23:38:21.668Z,"8km SW of Anza, CA",earthquake,0.23,0.59,0.145,25,automatic,ci,ci
2020-07-01T23:31:50.200Z,35.6835,-117.4865,4.57,0.94,ml,11,166,0.1599,0.16,ci,ci39276111,2020-07-01T23:35:46.117Z,"12km SW of Searles Valley, CA",earthquake,0.87,1.18,0.207,10,automatic,ci,ci
2020-07-01T23:31:26.140Z,38.1412,-118,5.9,1.5,ml,9,142.76,0.033,0.02,nn,nn00755668,2020-07-01T23:36:08.811Z,"Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-01T23:30:18.570Z,44.3401667,-115.1598333,9.11,2.44,ml,9,89,0.946,0.26,mb,mb80444999,2020-07-02T14:49:15.170Z,"22 km NW of Stanley, Idaho",earthquake,0.71,1.63,0.179,11,reviewed,mb,mb
2020-07-01T23:28:03.030Z,36.4581667,-118.0051667,4.22,1.85,ml,21,166,0.06316,0.21,ci,ci39276103,2020-07-02T22:59:20.162Z,"15km SSE of Lone Pine, CA",earthquake,0.32,0.86,0.177,19,reviewed,ci,ci
2020-07-01T23:24:50.740Z,58.2478333,-154.9115,9.88,0.01,ml,9,193,0.09375,0.16,av,av70905494,2020-07-02T05:11:59.790Z,"80 km NNW of Karluk, Alaska",earthquake,0.65,1.08,0.314,9,reviewed,av,av
2020-07-01T23:18:36.840Z,38.1645,-118.0445,2,1.1,ml,12,189.13,0.024,0.08,nn,nn00755663,2020-07-01T23:29:07.910Z,"Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-07-01T23:13:42.940Z,39.7331657,-123.8935013,3.95,2.58,md,17,168,0.2445,0.23,nc,nc73419921,2020-07-02T03:26:03.297Z,"6km W of Cape Vizcaino, CA",earthquake,0.88,3.82,0.12,10,automatic,nc,nc
2020-07-01T23:11:32.980Z,38.2047,-117.7867,0.6,1.2,ml,13,116.73,0.058,0.1,nn,nn00755661,2020-07-01T23:20:31.512Z,"Nevada",earthquake,,8.8,,,automatic,nn,nn
2020-07-01T23:10:38.570Z,33.5223333,-116.733,5.64,0.92,ml,33,38,0.0431,0.19,ci,ci39276095,2020-07-01T23:14:38.453Z,"7km WSW of Anza, CA",earthquake,0.22,0.6,0.164,25,automatic,ci,ci
2020-07-01T23:05:35.380Z,38.1807,-117.953,5.4,1.2,ml,14,80.79,0.034,0.06,nn,nn00755658,2020-07-01T23:13:09.255Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-01T23:03:16.150Z,33.5213333,-116.7338333,3.72,0.87,ml,24,60,0.04405,0.21,ci,ci39276087,2020-07-01T23:06:51.314Z,"7km SW of Anza, CA",earthquake,0.27,0.65,0.226,9,automatic,ci,ci
2020-07-01T22:59:03.924Z,57.4086,-154.84,0,2.4,ml,,,,0.79,ak,ak0208f0slmo,2020-07-01T23:26:39.040Z,"29 km SW of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2020-07-01T22:57:55.566Z,37.5266,-117.4295,5.5,1.4,ml,18,90.2,0.263,0.1424,nn,nn00755655,2020-07-02T02:20:39.969Z,"26 km SW of Goldfield, Nevada",earthquake,,1.9,0.65,12,reviewed,nn,nn
2020-07-01T22:50:44.950Z,33.5175,-116.7396667,3.67,0.06,ml,6,232,0.04781,0.08,ci,ci37449661,2020-07-02T00:11:49.530Z,"7km SW of Anza, CA",earthquake,0.42,0.73,0.051,1,reviewed,ci,ci
2020-07-01T22:50:24.890Z,33.5218333,-116.7343333,3.64,0.19,ml,14,87,0.04352,0.05,ci,ci39276063,2020-07-02T00:08:43.516Z,"7km WSW of Anza, CA",earthquake,0.16,0.31,0.201,3,reviewed,ci,ci
2020-07-01T22:48:50.941Z,37.5265,-117.4405,6.6,2.9,ml,49,45.64,0.268,0.1519,nn,nn00755652,2020-07-02T02:20:38.041Z,"27 km SW of Goldfield, Nevada",earthquake,,0.7,0.42,24,reviewed,nn,nn
2020-07-01T22:46:12.719Z,64.9533,-150.8132,17.6,1.2,ml,,,,0.81,ak,ak0208f0pxld,2020-07-01T22:50:41.413Z,"10 km WSW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-01T22:43:21.190Z,38.1813,-117.7916,4.1,2.1,ml,24,53.13,0.058,0.1444,nn,nn00755648,2020-07-02T02:20:35.154Z,"36 km SE of Mina, Nevada",earthquake,,1.8,0.55,12,reviewed,nn,nn
2020-07-01T22:42:54.192Z,-7.2587,67.9791,10,4.9,mb,,73,4.439,0.82,us,us7000aga2,2020-07-01T23:03:43.040Z,"Mid-Indian Ridge",earthquake,9.3,1.8,0.067,70,reviewed,us,us
2020-07-01T22:42:37.130Z,58.3238333,-155.002,2.54,-0.58,ml,5,170,0.0425,0.07,av,av70905489,2020-07-02T05:04:25.380Z,"90 km NNW of Karluk, Alaska",earthquake,2.2,0.76,0.163,5,reviewed,av,av
2020-07-01T22:30:14.000Z,38.1428,-117.9995,8.2,1.6,ml,17,61.67,0.033,0.1,nn,nn00755646,2020-07-01T22:34:11.217Z,"29 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-01T22:24:56.610Z,38.1943,-117.8757,4.3,1.1,ml,17,79.61,0.025,0.12,nn,nn00755643,2020-07-01T22:31:29.251Z,"29 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-01T22:21:54.540Z,32.9176667,-116.4703333,8.71,0.44,ml,8,133,0.07372,0.09,ci,ci39276047,2020-07-02T00:13:45.866Z,"12km NNE of Pine Valley, CA",earthquake,0.33,0.67,0.007,1,reviewed,ci,ci
2020-07-01T22:18:44.680Z,43.7273333333333,-123.113166666667,-0.3,1.59,ml,5,215,0.1734,0.06,uw,uw61641157,2020-07-03T19:15:27.990Z,"8 km SSW of Cottage Grove, Oregon",explosion,0.65,31.61,0.0515346145027658,3,reviewed,uw,uw
2020-07-01T22:17:08.960Z,38.126,-118.1072,1,1.2,ml,15,154.97,0.105,0.12,nn,nn00755641,2020-07-01T22:25:29.034Z,"California-Nevada border region",earthquake,,11.5,,,automatic,nn,nn
2020-07-01T22:14:20.200Z,17.9338,-67.1011,11,2.9,md,23,240,0.0671,0.16,pr,pr2020183022,2020-07-05T22:27:21.738Z,"7 km SW of La Parguera, Puerto Rico",earthquake,0.69,0.37,0.41,18,reviewed,pr,pr
2020-07-01T22:12:46.265Z,64.97,-147.3981,0,1.4,ml,,,,1.12,ak,ak0208f0ipum,2020-07-01T22:17:13.596Z,"10 km E of Fox, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-01T22:10:44.130Z,17.9448,-67.0893,11,2.89,md,23,236,0.0514,0.2,pr,pr2020183007,2020-07-02T08:26:08.076Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.63,0.36,0.31,13,reviewed,pr,pr
2020-07-01T22:05:00.990Z,38.1583,-118.0852,0.5,1.4,ml,15,164.26,0.025,0.06,nn,nn00755638,2020-07-01T22:18:09.700Z,"25 km S of Mina, Nevada",earthquake,,8.4,,,automatic,nn,nn
2020-07-01T22:03:31.220Z,17.9468,-67.0843,11,2.49,md,21,236,0.046,0.16,pr,pr2020183020,2020-07-05T19:38:21.302Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.59,0.24,0.46,12,reviewed,pr,pr
2020-07-01T22:00:39.100Z,36.37166667,-97.38416667,7,1.15,ml,42,91,0.1646676866,0.3,ok,ok2020mwfd,2020-07-02T14:32:03.522Z,"12 km NNE of Lucien, Oklahoma",earthquake,,0.9,0.18,7,reviewed,ok,ok
2020-07-01T21:57:52.410Z,35.6241667,-117.4568333,9.51,0.86,ml,8,167,0.03784,0.14,ci,ci39276023,2020-07-02T13:36:28.089Z,"17km SSW of Searles Valley, CA",earthquake,0.59,0.75,0.186,8,reviewed,ci,ci
2020-07-01T21:53:27.120Z,38.1583,-118.0617,6.7,1.9,ml,21,111.39,0.016,0.13,nn,nn00755635,2020-07-01T22:05:53.352Z,"Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-01T21:53:21.006Z,58.6241,-151.2918,12.3,2.4,ml,,,,0.57,ak,ak0208f060qv,2020-07-01T22:17:55.040Z,"86 km SSE of Port Graham, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-07-01T21:52:10.200Z,53.8686667,-166.7685,8.52,0.77,ml,7,106,0.05112,0.14,av,av62190051,2020-07-02T05:06:26.920Z,"15 km W of Dutch Harbor, Alaska",earthquake,0.44,0.62,0.209,7,reviewed,av,av
2020-07-01T21:49:22.920Z,39.4126667,-110.3151667,-1.03,1.62,md,5,195,0.01377,0.05,uu,uu60400092,2020-07-02T00:17:51.100Z,"16 km SSE of Sunnyside, Utah",earthquake,1,0.35,0.285,4,reviewed,uu,uu
2020-07-01T21:43:36.380Z,38.1568,-117.9222,6.9,0.9,ml,10,106.55,0.033,0.05,nn,nn00755633,2020-07-01T21:47:27.392Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-01T21:43:26.930Z,19.3978328704834,-155.260498046875,1.28999996185303,1.75999999,md,19,69,,0.129999995,hv,hv72025047,2020-07-01T21:46:25.180Z,"5 km SSW of Volcano, Hawaii",earthquake,0.19,0.25,0.670000017,19,automatic,hv,hv
2020-07-01T21:41:49.670Z,17.95,-66.884,11,2.34,md,16,208,0.0256,0.2,pr,pr2020183019,2020-07-05T19:36:42.758Z,"3 km S of Maria Antonia, Puerto Rico",earthquake,0.59,0.42,0.13,7,reviewed,pr,pr
2020-07-01T21:39:46.290Z,33.8503333,-117.491,0.69,1.43,ml,39,40,0.05042,0.21,ci,ci39276015,2020-07-01T21:43:35.211Z,"4km SE of Home Gardens, CA",quarry blast,0.27,0.51,0.257,37,automatic,ci,ci
2020-07-01T21:39:17.190Z,46.1565,-119.276,-0.29,1.33,ml,13,166,0.1928,0.13,uw,uw61641132,2020-07-03T19:13:12.310Z,"11 km SSW of Tri-Cities, Washington",explosion,0.6,31.61,0.0169192695571214,4,reviewed,uw,uw
2020-07-01T21:38:14.730Z,62.9823,-150.4872,88.8,1.4,ml,,,,1.28,ak,ak0208f02sf5,2020-07-01T21:44:23.563Z,"Central Alaska",earthquake,,1,,,automatic,ak,ak
2020-07-01T21:37:15.334Z,36.6844,71.0728,218.22,4.2,mb,,100,0.965,0.75,us,us7000ag84,2020-07-01T22:12:01.040Z,"Hindu Kush region, Afghanistan",earthquake,7.3,7.5,0.136,15,reviewed,us,us
2020-07-01T21:35:50.235Z,61.3024,-147.792,28.2,1.7,ml,,,,0.66,ak,ak0208f0280f,2020-07-01T21:39:01.522Z,"Southern Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-01T21:30:01.360Z,36.36133333,-97.368,7.08,2.23,ml,99,34,0,0.21,ok,ok2020mwec,2020-07-01T22:16:29.787Z,"Oklahoma",earthquake,,0.4,0.26,33,reviewed,ok,ok
2020-07-01T21:27:49.140Z,38.155,-117.969,9.3,1,ml,12,111.65,0.013,0.04,nn,nn00755631,2020-07-01T21:45:07.969Z,"Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-01T21:17:41.050Z,38.1829,-117.7493,9.1,1.8,ml,21,101.37,0.045,0.1171,nn,nn00755626,2020-07-02T02:20:32.863Z,"38 km SE of Mina, Nevada",earthquake,,0.8,0.38,10,reviewed,nn,nn
2020-07-01T21:17:03.365Z,59.3132,-153.6395,115.8,1.4,ml,,,,0.7,ak,ak0208ezy9jc,2020-07-01T21:22:17.704Z,"55 km ESE of Pope-Vannoy Landing, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-01T21:11:05.820Z,38.1807,-117.9533,8,1.1,ml,12,95.57,0.019,0.11,nn,nn00755624,2020-07-01T21:18:28.127Z,"26 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-01T21:09:39.080Z,32.4915,-115.58,1.68,1.78,ml,14,150,0.1923,0.22,ci,ci39275983,2020-07-01T21:13:22.711Z,"10km S of Progreso, B.C., MX",earthquake,0.59,0.99,0.223,24,automatic,ci,ci
